YEAR,MO,DY,HR,QV2M,RH2M,PRECTOTCORR,PS,WS50M,WD50M
2017,10,31,2,4.46,64.81,0,98.73,4.88,23.69
2017,10,31,3,4.33,66.56,0,98.74,5.02,25.17
2017,10,31,4,4.21,68.19,0,98.77,5.21,26.14
2017,10,31,5,4.15,69.75,0,98.8,5.27,31.05
2017,10,31,6,4.09,70.94,0,98.84,5.13,37.52
2017,10,31,7,4.09,64.5,0,98.9,4.74,41.46
2017,10,31,8,3.91,49.44,0,98.97,4.32,41.62
2017,10,31,9,3.48,36.06,0,99,4.49,32.86
2017,10,31,10,3.36,30.5,0,99,4.29,16.49
2017,10,31,11,3.3,27.44,0,98.98,4.54,2.76
2017,10,31,12,3.23,25.81,0,98.95,5.05,353.69
2017,10,31,13,3.17,25,0,98.92,5.41,349.1
2017,10,31,14,3.11,24.81,0,98.9,5.59,347.91
2017,10,31,15,2.99,25.31,0,98.9,5.65,349.16
2017,10,31,16,3.11,29.25,0,98.92,5.5,350.93
2017,10,31,17,3.78,46.38,0,98.94,5.33,351.32
2017,10,31,18,3.72,51,0,98.98,5.22,353.91
2017,10,31,19,3.66,53.5,0,99.01,5.11,357.28
2017,10,31,20,3.66,55.62,0,99.03,5.08,2.73
2017,10,31,21,3.6,57.75,0,99.05,5.14,9.98
2017,10,31,22,3.54,60,0,99.05,5.24,17.25
2017,10,31,23,3.48,62.31,0,99.05,5.24,20.25
2017,11,1,0,3.48,64.69,0,99.03,5.22,20.31
2017,11,1,1,3.48,67.25,0,99.02,5.2,20.04
2017,11,1,2,3.54,69.81,0,99.01,5.24,19.71
2017,11,1,3,3.54,72.25,0,99,5.35,20.26
2017,11,1,4,3.54,74.31,0,99.01,5.48,21.74
2017,11,1,5,3.54,76.06,0,99.02,5.78,25.91
2017,11,1,6,3.54,77.25,0,99.04,6.08,30.65
2017,11,1,7,3.54,68.5,0,99.08,6.04,34.25
2017,11,1,8,3.54,54.88,0,99.12,5.59,35.33
2017,11,1,9,3.3,39.69,0,99.13,7.69,37.94
2017,11,1,10,3.05,30.94,0,99.12,7.81,33.37
2017,11,1,11,2.99,27.5,0,99.11,7.63,26.85
2017,11,1,12,3.05,26.38,0,99.07,7.44,20.39
2017,11,1,13,3.11,26.31,0,99.03,7.33,15.13
2017,11,1,14,3.11,26.94,0,98.99,7.27,12.03
2017,11,1,15,3.11,28.31,0,98.96,7.21,10.62
2017,11,1,16,3.3,32.88,0,98.95,6.78,7.48
2017,11,1,17,3.66,47.81,0,98.95,6.46,358.89
2017,11,1,18,3.66,52.75,0,98.97,6.88,356.94
2017,11,1,19,3.66,54.81,0,98.98,7.25,0
2017,11,1,20,3.6,57.38,0,98.99,7.23,5.96
2017,11,1,21,3.66,60.88,0,99.01,6.89,12.04
2017,11,1,22,3.66,64.62,0,99.01,6.45,16.77
2017,11,1,23,3.66,68,0,99.01,6.08,21.62
2017,11,2,0,3.72,70.56,0,98.99,5.76,25.9
2017,11,2,1,3.66,72.12,0,98.98,5.57,30.05
2017,11,2,2,3.6,72.69,0,98.97,5.47,33.64
2017,11,2,3,3.54,73,0,98.95,5.37,36.19
2017,11,2,4,3.48,73.38,0,98.94,5.29,37.56
2017,11,2,5,3.42,74.12,0,98.93,5.46,39.89
2017,11,2,6,3.36,75.31,0,98.94,5.65,43.94
2017,11,2,7,3.36,68.5,0,98.95,5.5,47.3
2017,11,2,8,3.36,56.94,0,98.97,4.28,45.15
2017,11,2,9,3.42,44.88,0,98.94,4.18,40.07
2017,11,2,10,3.17,32,0,98.9,4.09,39.19
2017,11,2,11,3.11,26.94,0,98.86,3.53,24.18
2017,11,2,12,3.05,24.75,0,98.79,3.68,4.14
2017,11,2,13,3.05,23.75,0,98.74,4.22,353.09
2017,11,2,14,2.99,23.81,0,98.72,4.62,348.01
2017,11,2,15,3.05,25.25,0,98.71,4.85,345.34
2017,11,2,16,3.48,33.31,0,98.72,4.98,340.49
2017,11,2,17,3.91,50.56,0,98.74,5.29,338.86
2017,11,2,18,3.91,55.25,0,98.76,5.23,343.6
2017,11,2,19,3.91,58.38,0,98.78,4.99,348.34
2017,11,2,20,3.91,61.56,0,98.81,4.65,353.15
2017,11,2,21,3.91,64.5,0,98.83,4.3,359.38
2017,11,2,22,3.91,66.81,0,98.85,3.99,7.99
2017,11,2,23,3.85,67.88,0,98.83,3.62,19.26
2017,11,3,0,3.78,67.38,0,98.8,3.2,32.02
2017,11,3,1,3.66,66.75,0,98.77,2.89,40.84
2017,11,3,2,3.6,66.06,0,98.72,2.62,45.12
2017,11,3,3,3.54,65.5,0,98.67,2.4,46.97
2017,11,3,4,3.48,65.19,0,98.65,2.29,47.21
2017,11,3,5,3.42,65.62,0,98.65,2.34,46.35
2017,11,3,6,3.42,66.38,0,98.66,2.49,46.65
2017,11,3,7,3.48,64.44,0,98.69,2.59,51.75
2017,11,3,8,3.48,51.62,0,98.71,2.23,57.42
2017,11,3,9,3.48,41,0,98.71,1.43,33.86
2017,11,3,10,3.3,30.5,0,98.68,1.14,351.76
2017,11,3,11,3.05,25.12,0,98.64,1.36,319.9
2017,11,3,12,2.99,22.81,0,98.57,1.84,308.28
2017,11,3,13,3.05,22.19,0,98.5,2.33,304.22
2017,11,3,14,3.11,23.12,0,98.47,2.85,301.42
2017,11,3,15,3.23,25.81,0,98.47,3.29,299.49
2017,11,3,16,4.46,41.25,0,98.48,3.75,294.86
2017,11,3,17,4.76,52.81,0,98.5,3.87,296.2
2017,11,3,18,4.88,56.5,0,98.52,3.53,302.53
2017,11,3,19,4.82,57.62,0,98.54,2.97,309.88
2017,11,3,20,4.7,56.56,0,98.55,2.29,319.84
2017,11,3,21,4.58,55.75,0,98.56,1.67,334.51
2017,11,3,22,4.46,55.5,0,98.57,1.24,356.74
2017,11,3,23,4.39,54.88,0,98.56,1.12,33.02
2017,11,4,0,4.33,55,0,98.54,1.38,67.06
2017,11,4,1,4.27,56.56,0,98.51,1.7,83.92
2017,11,4,2,4.21,56.44,0,98.48,1.74,90.51
2017,11,4,3,4.15,55.88,0,98.46,1.71,92.89
2017,11,4,4,4.03,55.88,0,98.45,1.82,92.46
2017,11,4,5,3.97,56.5,0,98.45,2.17,92.07
2017,11,4,6,3.97,58.38,0,98.45,2.75,92.76
2017,11,4,7,4.09,60,0,98.46,3.19,92.25
2017,11,4,8,4.21,52.38,0,98.48,3.2,90.28
2017,11,4,9,3.97,43.44,0,98.48,2.64,89.83
2017,11,4,10,3.72,34.5,0,98.47,2.39,102.63
2017,11,4,11,3.6,29.56,0,98.46,1.89,108.81
2017,11,4,12,3.6,28.25,0,98.43,1.19,94.51
2017,11,4,13,3.66,28.38,0.01,98.4,0.97,52.85
2017,11,4,14,3.78,29.25,0.03,98.38,1.56,20.79
2017,11,4,15,4.21,33.94,0.08,98.38,2.4,3.73
2017,11,4,16,5.13,47.12,0.07,98.39,3.55,358.23
2017,11,4,17,4.88,51.56,0.04,98.42,4.59,5.18
2017,11,4,18,5,55.56,0.03,98.46,5.09,14.95
2017,11,4,19,5.25,60.19,0.02,98.5,4.99,20.34
2017,11,4,20,5.43,64.56,0.01,98.51,4.71,21.59
2017,11,4,21,5.49,68.5,0.01,98.52,4.63,23.76
2017,11,4,22,5.55,72.19,0,98.51,4.77,27.74
2017,11,4,23,5.49,74.88,0,98.49,4.77,28.37
2017,11,5,0,5.49,77.62,0,98.47,4.93,26.24
2017,11,5,1,5.43,81.19,0,98.45,5.43,25.57
2017,11,5,2,5.43,83.62,0,98.44,5.74,22.9
2017,11,5,3,5.49,86.44,0,98.43,5.84,19.53
2017,11,5,4,5.55,90,0,98.44,5.89,16.8
2017,11,5,5,5.68,94.56,0,98.46,5.93,17.79
2017,11,5,6,5.8,99.44,0,98.47,5.85,19.74
2017,11,5,7,5.98,94.25,0,98.51,5.76,22.25
2017,11,5,8,6.1,80.94,0,98.54,5.62,28.38
2017,11,5,9,5.98,66.44,0,98.52,5.83,29.45
2017,11,5,10,5.62,51.56,0,98.48,5.77,25.94
2017,11,5,11,5.19,41.38,0,98.42,5.66,19.86
2017,11,5,12,5.07,37.06,0,98.36,5.58,11.95
2017,11,5,13,5,35.12,0,98.31,5.71,5.02
2017,11,5,14,4.94,35.06,0,98.28,5.95,359.4
2017,11,5,15,5,37.06,0,98.28,6.24,355.4
2017,11,5,16,5.43,45.5,0,98.3,6.32,351.04
2017,11,5,17,5.62,59.88,0,98.35,6.43,349.21
2017,11,5,18,5.74,66.5,0,98.4,6.54,352.31
2017,11,5,19,5.86,72.56,0,98.44,6.46,359.1
2017,11,5,20,5.98,78.62,0,98.46,6.09,8.7
2017,11,5,21,6.04,83.75,0,98.49,5.61,19.37
2017,11,5,22,6.04,87.62,0,98.49,5.07,29.53
2017,11,5,23,5.92,90.19,0,98.5,4.68,36.72
2017,11,6,0,5.86,92,0,98.51,4.43,41.21
2017,11,6,1,5.8,93.81,0,98.52,4.31,45.07
2017,11,6,2,5.74,96.12,0,98.54,4.31,47.87
2017,11,6,3,5.74,96.38,0,98.54,4.35,50.02
2017,11,6,4,5.68,94.75,0,98.55,4.29,51.65
2017,11,6,5,5.62,95.44,0,98.58,4.27,54.3
2017,11,6,6,5.62,98.44,0,98.62,4.34,57.66
2017,11,6,7,5.62,91.81,0,98.67,4.32,61.12
2017,11,6,8,5.62,74.62,0,98.73,3.69,63.33
2017,11,6,9,5.62,57.44,0,98.75,3.28,69.06
2017,11,6,10,5.43,45.75,0,98.75,2.49,69.46
2017,11,6,11,5.31,40.44,0,98.73,1.72,62.39
2017,11,6,12,5.13,37,0,98.7,1.06,43.21
2017,11,6,13,5.07,35,0,98.67,0.82,0
2017,11,6,14,4.94,34.31,0,98.65,1.09,326.65
2017,11,6,15,4.88,35.31,0,98.66,1.52,312.29
2017,11,6,16,5.8,47.38,0,98.69,2.43,303.18
2017,11,6,17,5.49,56.62,0,98.74,3.39,304.68
2017,11,6,18,5.55,62.19,0,98.79,3.66,312.31
2017,11,6,19,5.74,68.12,0,98.83,3.5,321.62
2017,11,6,20,5.92,72.75,0,98.87,3.1,333.05
2017,11,6,21,6.04,75,0,98.91,2.61,348.08
2017,11,6,22,6.04,76.12,0,98.94,2.12,8.7
2017,11,6,23,5.92,76.94,0,98.95,1.82,38.54
2017,11,7,0,5.74,77.5,0,98.96,2,67.45
2017,11,7,1,5.55,78.12,0,98.96,2.43,84.29
2017,11,7,2,5.43,78.38,0,98.97,2.78,92.1
2017,11,7,3,5.25,78.56,0,98.97,2.92,95.53
2017,11,7,4,5.19,78.69,0,98.98,2.91,96.93
2017,11,7,5,5.07,78.5,0,99.02,2.79,97.56
2017,11,7,6,5,78.56,0,99.07,2.67,97.56
2017,11,7,7,5,76.19,0,99.12,2.72,97.43
2017,11,7,8,5.07,62.06,0,99.18,2.39,97.31
2017,11,7,9,5.19,51.5,0,99.2,1.28,103.36
2017,11,7,10,5.07,40,0,99.2,0.8,134.6
2017,11,7,11,4.76,33.75,0,99.18,0.62,157.66
2017,11,7,12,4.46,29.69,0,99.14,0.42,218.16
2017,11,7,13,4.21,27.06,0,99.1,0.74,280.95
2017,11,7,14,4.09,26.19,0,99.08,1.27,301.93
2017,11,7,15,4.09,26.88,0,99.07,1.78,309.29
2017,11,7,16,5.62,43.19,0,99.08,2.51,307.66
2017,11,7,17,4.82,44.44,0,99.1,2.76,316.03
2017,11,7,18,4.76,46.44,0,99.13,2.47,335.87
2017,11,7,19,4.7,47.88,0,99.14,2.12,3.8
2017,11,7,20,4.58,48.88,0,99.15,2.06,39.78
2017,11,7,21,4.46,50,0,99.16,2.47,71.91
2017,11,7,22,4.27,50.69,0,99.15,3.05,91.03
2017,11,7,23,4.09,51.56,0,99.13,3.46,101.21
2017,11,8,0,4.03,51.62,0,99.12,3.55,106.64
2017,11,8,1,3.91,51.5,0,99.11,3.44,108.52
2017,11,8,2,3.85,51.06,0,99.1,3.23,108.3
2017,11,8,3,3.78,50.81,0,99.1,3.08,107.24
2017,11,8,4,3.72,51.25,0,99.1,3.12,106.44
2017,11,8,5,3.72,52.19,0,99.1,3.26,104.3
2017,11,8,6,3.66,53.75,0,99.12,3.5,102.49
2017,11,8,7,3.85,55.12,0,99.14,3.79,102.63
2017,11,8,8,4.03,44.56,0,99.17,3.63,103.83
2017,11,8,9,3.85,35.44,0,99.17,2.77,107.87
2017,11,8,10,3.85,27.25,0,99.13,2.47,137.43
2017,11,8,11,3.85,23.38,0,99.08,2.81,158.79
2017,11,8,12,3.97,21.88,0,98.99,3.09,177.83
2017,11,8,13,4.09,21.5,0,98.93,3.46,195.98
2017,11,8,14,4.21,22.62,0,98.89,3.87,208.68
2017,11,8,15,4.7,26.88,0,98.87,4.02,219.16
2017,11,8,16,6.41,46.31,0,98.87,3.8,233.86
2017,11,8,17,6.29,53.5,0,98.88,3.14,239.28
2017,11,8,18,6.41,56.44,0,98.92,2.21,236.81
2017,11,8,19,6.65,59.19,0,98.95,1.34,214.06
2017,11,8,20,6.84,63.06,0,98.96,1.55,163.94
2017,11,8,21,6.9,67.5,0,98.97,2.2,152.25
2017,11,8,22,6.9,70.38,0,98.99,2.38,153.27
2017,11,8,23,6.84,71.75,0,99,2.25,153.79
2017,11,9,0,6.71,72.62,0,98.98,2.12,147.77
2017,11,9,1,6.59,72.31,0,98.97,2.17,138.06
2017,11,9,2,6.41,71.88,0,98.97,2.27,130.26
2017,11,9,3,6.16,70.56,0,98.94,2.37,124.27
2017,11,9,4,5.92,69.25,0,98.93,2.46,119.09
2017,11,9,5,5.8,68.75,0,98.93,2.49,116.48
2017,11,9,6,5.74,68.69,0,98.95,2.44,114.84
2017,11,9,7,5.74,67.44,0,98.98,2.36,114.02
2017,11,9,8,5.98,57.94,0,99.03,2.05,114.03
2017,11,9,9,7.26,57.81,0,99.04,0.61,192.61
2017,11,9,10,7.81,52.81,0,99.04,2.14,244.93
2017,11,9,11,7.51,47.94,0,99.01,2.75,248.47
2017,11,9,12,7.26,44.69,0,98.96,3.03,252.27
2017,11,9,13,7.08,42.75,0,98.9,3.21,258.2
2017,11,9,14,6.96,42.62,0,98.87,3.29,264.95
2017,11,9,15,6.84,44.12,0,98.85,3.39,272.9
2017,11,9,16,7.32,53.88,0,98.86,3.63,283.2
2017,11,9,17,7.2,67.31,0,98.9,3.97,293.64
2017,11,9,18,7.45,74.38,0,98.95,3.89,305.86
2017,11,9,19,7.63,79.31,0,98.98,3.56,318.2
2017,11,9,20,7.81,83.12,0,99,3.16,330.71
2017,11,9,21,7.87,86.12,0,99.01,2.86,344.48
2017,11,9,22,7.87,88.5,0,99.02,2.63,359.15
2017,11,9,23,7.81,90,0,99,2.5,11.52
2017,11,10,0,7.69,91.19,0,98.97,2.42,20.01
2017,11,10,1,7.51,92.06,0,98.96,2.35,25.8
2017,11,10,2,7.32,92.94,0,98.96,2.33,30.01
2017,11,10,3,7.2,93.88,0,98.94,2.36,33.11
2017,11,10,4,7.08,95.12,0,98.93,2.45,36.43
2017,11,10,5,6.96,96.56,0,98.92,2.64,43.2
2017,11,10,6,6.9,98.06,0,98.93,2.85,50.11
2017,11,10,7,6.77,94.56,0,98.95,2.98,54.81
2017,11,10,8,6.77,75.81,0,98.96,2.64,55.74
2017,11,10,9,6.71,59.69,0,98.96,2.96,31.38
2017,11,10,10,6.23,46.94,0,98.95,2.93,18.68
2017,11,10,11,5.8,40.38,0,98.93,2.7,0.17
2017,11,10,12,5.49,36.88,0,98.87,2.96,341.85
2017,11,10,13,5.31,35.12,0,98.81,3.4,331.32
2017,11,10,14,5.25,34.94,0,98.77,3.8,325.72
2017,11,10,15,5.19,36.5,0,98.76,4.11,323.04
2017,11,10,16,5.86,47.31,0,98.76,4.28,318.92
2017,11,10,17,5.86,60.69,0,98.78,4.5,320.56
2017,11,10,18,5.86,65.75,0,98.83,4.54,328.22
2017,11,10,19,5.98,70.19,0,98.85,4.43,336.96
2017,11,10,20,5.98,73.62,0,98.87,4.2,346.89
2017,11,10,21,5.92,76.25,0,98.88,3.96,357.74
2017,11,10,22,5.86,77.94,0,98.89,3.7,11.95
2017,11,10,23,5.74,77.94,0,98.86,3.36,28.47
2017,11,11,0,5.62,77.19,0,98.83,3.01,40.47
2017,11,11,1,5.55,76.81,0,98.82,2.75,48.46
2017,11,11,2,5.49,76.81,0,98.81,2.54,51.86
2017,11,11,3,5.43,76.94,0,98.81,2.35,52.44
2017,11,11,4,5.43,78.06,0,98.81,2.16,53.38
2017,11,11,5,5.43,79.25,0,98.83,2.24,63.88
2017,11,11,6,5.37,81.31,0,98.85,2.49,78.41
2017,11,11,7,5.37,80.31,0,98.87,2.6,88.45
2017,11,11,8,5.43,66.25,0,98.91,2.31,93.3
2017,11,11,9,5.43,54.81,0,98.92,1.3,79.3
2017,11,11,10,4.88,39.69,0,98.91,0.77,20.83
2017,11,11,11,4.64,33.81,0,98.86,0.5,346.4
2017,11,11,12,4.52,30.62,0,98.8,0.59,272.26
2017,11,11,13,4.46,29.19,0,98.76,1.43,266.56
2017,11,11,14,4.52,29.5,0,98.77,2.15,274.59
2017,11,11,15,4.52,31,0,98.78,2.13,267.89
2017,11,11,16,5.86,46.44,0,98.8,2.35,259.29
2017,11,11,17,5.25,48.56,0,98.83,2.41,262.37
2017,11,11,18,5.19,50.38,0,98.88,2.02,262.21
2017,11,11,19,5.19,51.75,0,98.91,1.45,252.05
2017,11,11,20,5.25,52.69,0,98.93,0.94,212.76
2017,11,11,21,5.31,57,0,98.94,1.4,157.31
2017,11,11,22,5.31,62.06,0,98.94,2.39,138.44
2017,11,11,23,5.19,65.31,0,98.93,3.24,132.36
2017,11,12,0,5,65.19,0,98.91,3.59,133.24
2017,11,12,1,4.82,63,0,98.9,3.68,136.03
2017,11,12,2,4.58,62.19,0,98.89,3.79,137.17
2017,11,12,3,4.46,62.06,0,98.88,4.07,137.25
2017,11,12,4,4.46,61.19,0,98.87,4.42,136.36
2017,11,12,5,4.52,62.38,0,98.87,4.8,134.67
2017,11,12,6,4.64,65.88,0,98.89,5.15,133.52
2017,11,12,7,4.94,66.94,0,98.91,5.27,133.5
2017,11,12,8,5.37,56.25,0,98.93,4.54,135.91
2017,11,12,9,5.62,49.06,0,98.96,4.29,155.02
2017,11,12,10,5.55,39.69,0,98.96,5.56,175.4
2017,11,12,11,5.43,35.19,0,98.92,5.51,182.76
2017,11,12,12,5.49,33.56,0,98.85,5.52,189.62
2017,11,12,13,5.62,33.31,0,98.79,5.61,192.47
2017,11,12,14,5.74,34.75,0,98.73,5.64,189.01
2017,11,12,15,5.98,38.5,0,98.69,5.67,188
2017,11,12,16,6.84,52.06,0,98.65,4.75,190.24
2017,11,12,17,6.71,62.44,0,98.62,3.87,184.28
2017,11,12,18,6.9,64.88,0,98.59,3.17,167.2
2017,11,12,19,7.02,69,0,98.59,2.87,169.82
2017,11,12,20,7.2,74.06,0,98.62,2.55,189.69
2017,11,12,21,7.51,75.31,0,98.62,1.93,173.25
2017,11,12,22,7.69,83.19,0,98.59,2.45,160.81
2017,11,12,23,7.93,90.44,0,98.57,2.84,160.72
2017,11,13,0,8.24,92.81,0,98.48,3.49,134.91
2017,11,13,1,8.36,100,0,98.43,3.74,143.66
2017,11,13,2,8.67,100,0.01,98.36,4.57,150.36
2017,11,13,3,8.97,100,0.01,98.29,5.34,152.84
2017,11,13,4,9.16,100,0.01,98.24,5.8,153.78
2017,11,13,5,9.22,98.69,0.01,98.21,6.16,155.97
2017,11,13,6,9.28,97.88,0.01,98.2,6.25,156.12
2017,11,13,7,9.34,94.31,0.01,98.18,6.16,152.69
2017,11,13,8,9.46,83.69,0.02,98.15,5.84,151.55
2017,11,13,9,9.52,75.19,0.02,98.12,6.43,156.52
2017,11,13,10,9.28,66.06,0.04,98.08,8.52,165.56
2017,11,13,11,8.97,60.5,0.04,98.02,9.48,168.11
2017,11,13,12,8.91,59.06,0.06,97.94,9.65,167.04
2017,11,13,13,8.91,59.12,0.15,97.87,9.57,164.86
2017,11,13,14,9.03,61.5,0.35,97.83,8.85,162.85
2017,11,13,15,9.28,67.12,0.93,97.81,7.72,155.48
2017,11,13,16,9.64,76.38,2,97.75,7.59,141.1
2017,11,13,17,9.95,84.31,3.42,97.65,7.34,132.5
2017,11,13,18,10.25,92.19,3.44,97.63,6.44,146.18
2017,11,13,19,10.56,98.56,3.96,97.67,5.19,172.21
2017,11,13,20,10.8,99.75,1.92,97.74,5.19,194.91
2017,11,13,21,10.74,99.12,0.82,97.81,5.22,199.95
2017,11,13,22,10.38,98.12,0.33,97.86,5.06,199.39
2017,11,13,23,9.89,98.06,0.15,97.89,4.86,193.68
2017,11,14,0,9.58,97.88,0.07,97.92,4.55,188.39
2017,11,14,1,9.28,98.12,0.03,97.95,4.45,183.62
2017,11,14,2,8.97,98.06,0.02,97.98,4.27,177.48
2017,11,14,3,8.91,97.69,0.01,98,4.21,172.65
2017,11,14,4,8.79,97.56,0.01,98.04,4.34,169.64
2017,11,14,5,8.79,97.19,0.01,98.11,4.44,171.09
2017,11,14,6,8.73,97.06,0.01,98.18,4.42,173
2017,11,14,7,8.85,96.12,0.02,98.25,4.25,172.7
2017,11,14,8,9.52,88.94,0.02,98.32,3.93,173.5
2017,11,14,9,9.28,78.81,0.02,98.37,4.49,184.39
2017,11,14,10,8.67,66.56,0.03,98.4,5.08,190.72
2017,11,14,11,8.3,59.19,0.02,98.41,5,192.19
2017,11,14,12,8.18,55.12,0.01,98.41,4.84,194.78
2017,11,14,13,8.12,53.62,0.01,98.42,4.72,197.54
2017,11,14,14,8.12,53.94,0,98.46,4.52,198.43
2017,11,14,15,8.12,55.62,0,98.5,4.21,196.49
2017,11,14,16,8.42,64.75,0,98.54,3.59,196.97
2017,11,14,17,8.18,73.12,0,98.59,3.07,198.85
2017,11,14,18,8.18,73.81,0,98.65,2.66,190.49
2017,11,14,19,8.12,74.81,0,98.68,2.43,173.17
2017,11,14,20,8.12,77,0,98.71,2.51,157.34
2017,11,14,21,8.06,79.38,0,98.74,2.65,147.99
2017,11,14,22,8,81.44,0,98.77,2.88,139.3
2017,11,14,23,7.93,84.19,0,98.81,3.21,132.34
2017,11,15,0,7.87,87.25,0,98.82,3.57,124.21
2017,11,15,1,7.87,89.69,0,98.83,3.92,121.73
2017,11,15,2,7.93,91.5,0,98.84,4.16,121.09
2017,11,15,3,8,93.19,0,98.83,4.36,116.29
2017,11,15,4,8.06,97.62,0,98.83,4.53,114.22
2017,11,15,5,8.12,100,0,98.86,4.59,113.47
2017,11,15,6,8.12,100,0,98.91,4.67,111.8
2017,11,15,7,8.18,98.69,0,98.95,4.75,109.81
2017,11,15,8,8.24,79.25,0,99,4.16,108.4
2017,11,15,9,8.36,65.94,0,99.03,4.09,131.75
2017,11,15,10,8.42,58.19,0,99.03,4.12,146.61
2017,11,15,11,8.36,53.75,0,98.99,3.6,152.15
2017,11,15,12,8.24,50.62,0,98.95,3.03,161.19
2017,11,15,13,8.12,48.69,0,98.91,2.56,173.87
2017,11,15,14,8,48.19,0,98.89,2.16,187.05
2017,11,15,15,7.93,49.38,0,98.88,1.77,201.8
2017,11,15,16,8.73,60.75,0,98.88,1.69,234.77
2017,11,15,17,8.06,63.25,0,98.9,1.91,261.54
2017,11,15,18,8.06,66.38,0,98.92,1.72,277.06
2017,11,15,19,8.06,68.56,0,98.93,1.28,292.65
2017,11,15,20,8.06,69.25,0,98.94,0.73,316.74
2017,11,15,21,8,70.94,0,98.94,0.38,34.99
2017,11,15,22,7.93,73.56,0,98.94,0.84,94.28
2017,11,15,23,7.87,76.69,0,98.93,1.37,116.13
2017,11,16,0,7.87,80.81,0,98.93,1.77,128.74
2017,11,16,1,7.93,84.31,0,98.93,2.16,129.73
2017,11,16,2,7.93,89,0,98.93,2.56,124.56
2017,11,16,3,7.93,92.56,0,98.9,2.91,118.91
2017,11,16,4,7.87,95.31,0,98.9,3.2,114.37
2017,11,16,5,7.81,97.56,0,98.9,3.47,109.33
2017,11,16,6,7.63,97.88,0,98.92,3.66,105.73
2017,11,16,7,7.45,93.88,0,98.95,3.69,103.98
2017,11,16,8,7.45,73.88,0,98.97,3.25,102.63
2017,11,16,9,7.63,62.38,0,98.97,2.24,116.48
2017,11,16,10,7.39,49.81,0,98.96,1.99,141.2
2017,11,16,11,7.08,44.25,0,98.91,1.82,154.31
2017,11,16,12,6.84,41,0,98.85,1.76,175.68
2017,11,16,13,6.77,39.69,0,98.81,1.91,194.72
2017,11,16,14,6.77,40.12,0,98.77,2.12,206.28
2017,11,16,15,6.84,42.56,0,98.77,2.31,213.96
2017,11,16,16,7.93,57.94,0,98.76,2.57,228.08
2017,11,16,17,7.26,60.62,0,98.78,2.25,237.91
2017,11,16,18,7.26,62.38,0,98.79,1.32,241.77
2017,11,16,19,7.32,63.94,0,98.8,0.3,215.36
2017,11,16,20,7.32,68.25,0,98.78,0.99,99.54
2017,11,16,21,7.26,74,0,98.75,2.05,100.75
2017,11,16,22,7.14,78.31,0,98.72,2.74,105.54
2017,11,16,23,7.02,80.44,0,98.7,2.95,113.24
2017,11,17,0,6.9,81.81,0,98.69,2.99,119.58
2017,11,17,1,6.84,84,0,98.69,3.14,120.72
2017,11,17,2,6.77,86.88,0,98.68,3.43,116.91
2017,11,17,3,6.71,89.31,0,98.66,3.71,112.9
2017,11,17,4,6.65,90.75,0,98.65,3.8,112.61
2017,11,17,5,6.59,92.06,0,98.66,3.88,112.12
2017,11,17,6,6.53,93.44,0,98.69,4.01,110.91
2017,11,17,7,6.53,90.81,0,98.71,4.26,109.73
2017,11,17,8,6.65,74.25,0,98.72,4,109.64
2017,11,17,9,7.32,69.19,0,98.72,3.71,127.47
2017,11,17,10,8.24,65.69,0,98.69,4.35,154.03
2017,11,17,11,8.06,59,0.01,98.65,4.1,161.22
2017,11,17,12,7.93,54.75,0.01,98.59,3.77,168.27
2017,11,17,13,7.81,52.94,0.01,98.54,3.48,177.17
2017,11,17,14,7.81,54.44,0.01,98.52,3.1,186.21
2017,11,17,15,8.61,64.75,0.01,98.51,2.61,200.17
2017,11,17,16,8.48,69.88,0.01,98.51,2.11,213.04
2017,11,17,17,8.36,73.19,0.01,98.52,1.67,205.49
2017,11,17,18,8.48,77.38,0.01,98.53,1.69,179.47
2017,11,17,19,8.54,83.25,0.01,98.53,2.24,159.79
2017,11,17,20,8.61,89.81,0.39,98.53,2.9,149.78
2017,11,17,21,8.61,95.62,0.54,98.52,3.45,144.22
2017,11,17,22,8.54,99.31,0.2,98.5,3.83,141.54
2017,11,17,23,8.42,100,0.2,98.49,4.22,137.03
2017,11,18,0,8.3,100,0.13,98.47,4.51,133.74
2017,11,18,1,8.18,100,0.11,98.45,4.62,131.16
2017,11,18,2,8.12,97.38,0.17,98.42,4.59,128.37
2017,11,18,3,8,95.12,0.23,98.39,4.53,125.66
2017,11,18,4,7.81,93.5,0.22,98.37,4.53,124.18
2017,11,18,5,7.69,92.25,0.28,98.36,4.48,122.97
2017,11,18,6,7.69,91.88,0.3,98.37,4.42,124.06
2017,11,18,7,7.69,91,0.44,98.38,4.43,121.73
2017,11,18,8,8.06,84.12,0.77,98.38,4.31,122.05
2017,11,18,9,8.42,80.31,0.7,98.39,4.04,126.27
2017,11,18,10,9.16,74.94,0.78,98.35,4.55,147.05
2017,11,18,11,9.09,66.88,0.88,98.31,4.79,159.85
2017,11,18,12,8.73,60.19,0.82,98.24,5.02,168.69
2017,11,18,13,8.42,56.75,0.64,98.21,5.3,175.35
2017,11,18,14,8.24,56.06,0.45,98.18,5.45,179.84
2017,11,18,15,8.3,58.88,0.33,98.17,5.12,183.33
2017,11,18,16,9.09,74.81,0.41,98.17,4.26,188.01
2017,11,18,17,8.48,81.06,0.64,98.17,3.93,188.45
2017,11,18,18,8.54,84.31,1.19,98.17,3.79,184.25
